day,supported_downloads,total_downloads,supported_percentage
2022-06-07 00:00:00,165747,323702,51.2
2022-06-08 00:00:00,167747,327481,51.22
2022-06-09 00:00:00,160119,325666,49.17
2022-06-10 00:00:00,136394,272820,49.99
2022-06-11 00:00:00,88843,144427,61.51
2022-06-12 00:00:00,91998,156059,58.95
2022-06-13 00:00:00,143937,286651,50.21
2022-06-14 00:00:00,144499,295459,48.91
2022-06-15 00:00:00,146852,300274,48.91
2022-06-16 00:00:00,136710,279951,48.83
2022-06-17 00:00:00,130282,263769,49.39
2022-06-18 00:00:00,85272,153110,55.69
2022-06-19 00:00:00,85602,131472,65.11
2022-06-20 00:00:00,133395,255324,52.25
2022-06-21 00:00:00,144759,293862,49.26
2022-06-22 00:00:00,147390,306383,48.11
2022-06-23 00:00:00,152481,304708,50.04
2022-06-24 00:00:00,140059,284067,49.3
2022-06-25 00:00:00,89920,148647,60.49
2022-06-26 00:00:00,91845,144912,63.38
2022-06-27 00:00:00,151751,295973,51.27
2022-06-28 00:00:00,146587,301759,48.58
2022-06-29 00:00:00,144572,297696,48.56
2022-06-30 00:00:00,139632,287822,48.51
2022-07-01 00:00:00,127100,250336,50.77
2022-07-02 00:00:00,76705,140336,54.66
2022-07-03 00:00:00,84446,144401,58.48
2022-07-04 00:00:00,115923,221779,52.27
2022-07-05 00:00:00,146198,281814,51.88
2022-07-06 00:00:00,148395,287906,51.54
2022-07-07 00:00:00,144390,288195,50.1
2022-07-08 00:00:00,136920,269984,50.71
2022-07-09 00:00:00,84838,132064,64.24
2022-07-10 00:00:00,85323,127636,66.85
2022-07-11 00:00:00,148635,290039,51.25
2022-07-12 00:00:00,153960,310995,49.51
2022-07-13 00:00:00,151623,305810,49.58
2022-07-14 00:00:00,118902,304318,39.07
2022-07-15 00:00:00,113290,281769,40.21
2022-07-16 00:00:00,81082,151295,53.59
2022-07-17 00:00:00,80076,132563,60.41
2022-07-18 00:00:00,120749,296557,40.72
2022-07-19 00:00:00,128752,325709,39.53
2022-07-20 00:00:00,130410,312587,41.72
2022-07-21 00:00:00,133626,309911,43.12
2022-07-22 00:00:00,120491,283421,42.51
2022-07-23 00:00:00,82990,160392,51.74
2022-07-24 00:00:00,81380,139705,58.25
2022-07-25 00:00:00,129503,311677,41.55
2022-07-26 00:00:00,139233,324913,42.85
2022-07-27 00:00:00,143673,332876,43.16
2022-07-28 00:00:00,139088,321582,43.25
2022-07-29 00:00:00,132278,304663,43.42
2022-07-30 00:00:00,80133,142063,56.41
2022-07-31 00:00:00,82981,143077,58.0
2022-08-01 00:00:00,133483,305125,43.75
2022-08-02 00:00:00,143791,355213,40.48
2022-08-03 00:00:00,144064,334228,43.1
2022-08-04 00:00:00,141144,317584,44.44
2022-08-05 00:00:00,131767,300316,43.88
2022-08-06 00:00:00,82629,155796,53.04
2022-08-07 00:00:00,85047,147256,57.75
2022-08-08 00:00:00,142028,311872,45.54
2022-08-09 00:00:00,140344,329730,42.56
2022-08-10 00:00:00,145494,335484,43.37
2022-08-11 00:00:00,136041,312947,43.47
2022-08-12 00:00:00,127315,300589,42.36
2022-08-13 00:00:00,84366,152913,55.17
2022-08-14 00:00:00,82630,140918,58.64
2022-08-15 00:00:00,123988,269021,46.09
2022-08-16 00:00:00,150615,327234,46.03
2022-08-17 00:00:00,151716,324539,46.75
2022-08-18 00:00:00,130907,308451,42.44
2022-08-19 00:00:00,121484,289764,41.93
2022-08-20 00:00:00,63663,151098,42.13
2022-08-21 00:00:00,65671,145143,45.25
2022-08-22 00:00:00,133044,304735,43.66
2022-08-23 00:00:00,98681,324674,30.39
2022-08-24 00:00:00,101021,311799,32.4
2022-08-25 00:00:00,104580,319820,32.7
2022-08-26 00:00:00,70736,314174,22.51
2022-08-27 00:00:00,57658,149634,38.53
2022-08-28 00:00:00,59218,141576,41.83
2022-08-29 00:00:00,107517,316239,34.0
2022-08-30 00:00:00,119069,346922,34.32
2022-08-31 00:00:00,126596,347706,36.41
2022-09-01 00:00:00,122825,356959,34.41
2022-09-02 00:00:00,111401,323835,34.4
2022-09-03 00:00:00,72727,176768,41.14
2022-09-04 00:00:00,61573,159957,38.49
2022-09-05 00:00:00,111348,295901,37.63
2022-09-06 00:00:00,121376,350047,34.67
2022-09-07 00:00:00,129396,385954,33.53
2022-09-08 00:00:00,129519,378377,34.23
2022-09-09 00:00:00,126490,344116,36.76
2022-09-10 00:00:00,84340,170497,49.47
2022-09-11 00:00:00,58133,174561,33.3
2022-09-12 00:00:00,130555,363960,35.87
2022-09-13 00:00:00,127368,373698,34.08
2022-09-14 00:00:00,106785,394101,27.1
2022-09-15 00:00:00,69026,393815,17.53
2022-09-16 00:00:00,110378,356081,31.0
2022-09-17 00:00:00,72277,180038,40.15
2022-09-18 00:00:00,72462,174834,41.45
2022-09-19 00:00:00,117357,348339,33.69
2022-09-20 00:00:00,126361,384025,32.9
2022-09-21 00:00:00,132853,388885,34.16
2022-09-22 00:00:00,127411,375912,33.89
2022-09-23 00:00:00,119236,360079,33.11
2022-09-24 00:00:00,70112,171557,40.87
2022-09-25 00:00:00,72209,163284,44.22
2022-09-26 00:00:00,128248,366855,34.96
2022-09-27 00:00:00,140677,383573,36.68
2022-09-28 00:00:00,142821,386361,36.97
2022-09-29 00:00:00,152952,412499,37.08
2022-09-30 00:00:00,142703,375082,38.05
2022-10-01 00:00:00,89113,192316,46.34
2022-10-02 00:00:00,83094,188973,43.97
2022-10-03 00:00:00,148625,375456,39.59
2022-10-04 00:00:00,156838,406309,38.6
2022-10-05 00:00:00,181026,412547,43.88
2022-10-06 00:00:00,184393,434927,42.4
2022-10-07 00:00:00,172784,403096,42.86
2022-10-08 00:00:00,116464,224832,51.8
2022-10-09 00:00:00,122868,215951,56.9
2022-10-10 00:00:00,189501,374199,50.64
2022-10-11 00:00:00,187840,410592,45.75
2022-10-12 00:00:00,187439,422120,44.4
2022-10-13 00:00:00,200999,445952,45.07
2022-10-14 00:00:00,179943,395891,45.45
2022-10-15 00:00:00,131801,225369,58.48
2022-10-16 00:00:00,123183,213188,57.78
2022-10-17 00:00:00,210287,435454,48.29
2022-10-18 00:00:00,212844,449414,47.36
2022-10-19 00:00:00,219101,444896,49.25
2022-10-20 00:00:00,219584,451994,48.58
2022-10-21 00:00:00,199874,397056,50.34
2022-10-22 00:00:00,132072,219621,60.14
2022-10-23 00:00:00,134544,222399,60.5
2022-10-24 00:00:00,204946,396910,51.64
2022-10-25 00:00:00,219184,431100,50.84
2022-10-26 00:00:00,216331,424609,50.95
2022-10-27 00:00:00,207113,408744,50.67
2022-10-28 00:00:00,191998,392089,48.97
2022-10-29 00:00:00,119366,219946,54.27
2022-10-30 00:00:00,116039,200641,57.83
2022-10-31 00:00:00,210294,412259,51.01
2022-11-01 00:00:00,200297,394157,50.82
2022-11-02 00:00:00,203437,419202,48.53
2022-11-03 00:00:00,190105,423947,44.84
2022-11-04 00:00:00,166237,398889,41.68
2022-11-05 00:00:00,105046,213771,49.14
2022-11-06 00:00:00,103218,202442,50.99
2022-11-07 00:00:00,149894,398767,37.59
2022-11-08 00:00:00,159581,416044,38.36
2022-11-09 00:00:00,162324,411937,39.41
2022-11-10 00:00:00,158788,413368,38.41
2022-11-11 00:00:00,142035,347300,40.9
2022-11-12 00:00:00,102698,197218,52.07
2022-11-13 00:00:00,96293,193239,49.83
2022-11-14 00:00:00,156850,406791,38.56
2022-11-15 00:00:00,158448,417086,37.99
2022-11-16 00:00:00,162572,430603,37.75
2022-11-17 00:00:00,165640,427424,38.75
2022-11-18 00:00:00,168127,409950,41.01
2022-11-19 00:00:00,102380,208789,49.04
2022-11-20 00:00:00,102837,202664,50.74
2022-11-21 00:00:00,159104,402562,39.52
2022-11-22 00:00:00,158194,408644,38.71
2022-11-23 00:00:00,159572,396105,40.29
2022-11-24 00:00:00,143527,350078,41.0
2022-11-25 00:00:00,136725,325870,41.96
2022-11-26 00:00:00,91859,191970,47.85
2022-11-27 00:00:00,58728,196354,29.91
2022-11-28 00:00:00,151941,414059,36.7
2022-11-29 00:00:00,150093,425215,35.3
2022-11-30 00:00:00,153622,428358,35.86
2022-12-01 00:00:00,158242,429749,36.82
2022-12-02 00:00:00,142235,396650,35.86
2022-12-03 00:00:00,98871,204171,48.43
2022-12-04 00:00:00,96074,193644,49.61
2022-12-05 00:00:00,156820,397977,39.4
2022-12-06 00:00:00,171877,463319,37.1
2022-12-07 00:00:00,175429,460754,38.07
2022-12-08 00:00:00,181194,455756,39.76
2022-12-09 00:00:00,161053,419983,38.35
2022-12-10 00:00:00,88450,201338,43.93
2022-12-11 00:00:00,82411,188326,43.76
2022-12-12 00:00:00,152847,412643,37.04
2022-12-13 00:00:00,158766,435686,36.44
2022-12-14 00:00:00,159486,433042,36.83
2022-12-15 00:00:00,151724,413238,36.72
2022-12-16 00:00:00,132942,369193,36.01
2022-12-17 00:00:00,75890,182184,41.66
2022-12-18 00:00:00,70665,173267,40.78
2022-12-19 00:00:00,140357,376566,37.27
2022-12-20 00:00:00,143491,400994,35.78
2022-12-21 00:00:00,147349,399074,36.92
2022-12-22 00:00:00,144207,391940,36.79
2022-12-23 00:00:00,108681,309781,35.08
2022-12-24 00:00:00,64503,162491,39.7
2022-12-25 00:00:00,59210,154171,38.41
2022-12-26 00:00:00,88865,223318,39.79
2022-12-27 00:00:00,102109,267282,38.2
2022-12-28 00:00:00,104005,271311,38.33
2022-12-29 00:00:00,102543,279382,36.7
2022-12-30 00:00:00,93400,251900,37.08
2022-12-31 00:00:00,63846,154379,41.36
2023-01-01 00:00:00,68337,170019,40.19
2023-01-02 00:00:00,102195,265592,38.48
2023-01-03 00:00:00,141532,358509,39.48
2023-01-04 00:00:00,148081,397071,37.29
2023-01-05 00:00:00,146925,392789,37.41
2023-01-06 00:00:00,144578,405483,35.66
2023-01-07 00:00:00,58265,181886,32.03
2023-01-08 00:00:00,70179,174070,40.32
2023-01-09 00:00:00,135945,427770,31.78
2023-01-10 00:00:00,146222,450291,32.47
2023-01-11 00:00:00,152856,458912,33.31
2023-01-12 00:00:00,161595,470396,34.35
2023-01-13 00:00:00,139990,410464,34.11
2023-01-14 00:00:00,82405,197605,41.7
2023-01-15 00:00:00,93649,225758,41.48
2023-01-16 00:00:00,143711,390060,36.84
2023-01-17 00:00:00,162307,460327,35.26
2023-01-18 00:00:00,189359,513186,36.9
2023-01-19 00:00:00,171198,470653,36.37
2023-01-20 00:00:00,165454,446650,37.04
2023-01-21 00:00:00,92261,197749,46.66
2023-01-22 00:00:00,82882,192118,43.14
2023-01-23 00:00:00,162115,431914,37.53
2023-01-24 00:00:00,165657,451106,36.72
2023-01-25 00:00:00,165040,444510,37.13
2023-01-26 00:00:00,156132,412895,37.81
2023-01-27 00:00:00,188695,490463,38.47
2023-01-28 00:00:00,121593,281105,43.26
2023-01-29 00:00:00,106826,232782,45.89
2023-01-30 00:00:00,191831,480713,39.91
2023-01-31 00:00:00,214595,537642,39.91
2023-02-01 00:00:00,203306,505120,40.25
2023-02-02 00:00:00,195297,490230,39.84
2023-02-03 00:00:00,179462,444328,40.39
2023-02-04 00:00:00,103577,215769,48.0
2023-02-05 00:00:00,105086,218062,48.19
2023-02-06 00:00:00,203092,483847,41.97
2023-02-07 00:00:00,211139,508449,41.53
2023-02-08 00:00:00,131489,548120,23.99
2023-02-09 00:00:00,185937,562832,33.04
2023-02-10 00:00:00,128317,532082,24.12
2023-02-11 00:00:00,99358,272917,36.41
2023-02-12 00:00:00,97375,271419,35.88
2023-02-13 00:00:00,153022,566129,27.03
2023-02-14 00:00:00,69669,593254,11.74
2023-02-15 00:00:00,155984,619719,25.17
2023-02-16 00:00:00,178403,699963,25.49
2023-02-17 00:00:00,163436,631308,25.89
2023-02-18 00:00:00,86370,241634,35.74
2023-02-19 00:00:00,84175,242474,34.72
2023-02-20 00:00:00,155135,495927,31.28
2023-02-21 00:00:00,167085,564359,29.61
2023-02-22 00:00:00,174910,631888,27.68
2023-02-23 00:00:00,172462,594790,29.0
2023-02-24 00:00:00,161508,568383,28.42
2023-02-25 00:00:00,82331,251145,32.78
2023-02-26 00:00:00,77823,248294,31.34
2023-02-27 00:00:00,166753,565699,29.48
2023-02-28 00:00:00,177098,633483,27.96
2023-03-01 00:00:00,180642,641074,28.18
2023-03-02 00:00:00,171560,595770,28.8
2023-03-03 00:00:00,158746,554860,28.61
2023-03-04 00:00:00,89078,286456,31.1
2023-03-05 00:00:00,94601,285090,33.18
2023-03-06 00:00:00,197041,659853,29.86
2023-03-07 00:00:00,162068,719819,22.52
2023-03-08 00:00:00,145057,628676,23.07
2023-03-09 00:00:00,155288,640856,24.23
2023-03-10 00:00:00,121760,603411,20.18
2023-03-11 00:00:00,81752,272935,29.95
2023-03-12 00:00:00,120749,330767,36.51
2023-03-13 00:00:00,191790,655264,29.27
2023-03-14 00:00:00,210521,700976,30.03
2023-03-15 00:00:00,223653,757413,29.53
2023-03-16 00:00:00,196668,611271,32.17
2023-03-17 00:00:00,193065,606844,31.81
2023-03-18 00:00:00,100859,278809,36.17
2023-03-19 00:00:00,77301,307067,25.17
2023-03-20 00:00:00,147027,671745,21.89
2023-03-21 00:00:00,149364,721931,20.69
2023-03-22 00:00:00,146807,698273,21.02
2023-03-23 00:00:00,156904,657844,23.85
2023-03-24 00:00:00,142273,599778,23.72
2023-03-25 00:00:00,79676,257178,30.98
2023-03-26 00:00:00,77205,256786,30.07
2023-03-27 00:00:00,150657,620300,24.29
2023-03-28 00:00:00,170020,702679,24.2
2023-03-29 00:00:00,174235,694279,25.1
2023-03-30 00:00:00,172488,668767,25.79
2023-03-31 00:00:00,154377,596365,25.89
2023-04-01 00:00:00,83673,291078,28.75
2023-04-02 00:00:00,86105,282421,30.49
2023-04-03 00:00:00,171089,732713,23.35
2023-04-04 00:00:00,186182,702916,26.49
2023-04-05 00:00:00,182887,714000,25.61
2023-04-06 00:00:00,167897,680994,24.65
2023-04-07 00:00:00,132387,544734,24.3
2023-04-08 00:00:00,81058,290305,27.92
2023-04-09 00:00:00,86780,299209,29.0
2023-04-10 00:00:00,151781,566744,26.78
2023-04-11 00:00:00,185702,735748,25.24
2023-04-12 00:00:00,179677,676988,26.54
2023-04-13 00:00:00,190055,648806,29.29
2023-04-14 00:00:00,183312,595877,30.76
2023-04-15 00:00:00,92769,275360,33.69
2023-04-16 00:00:00,88954,263058,33.82
2023-04-17 00:00:00,209962,640680,32.77
2023-04-18 00:00:00,215445,676806,31.83
2023-04-19 00:00:00,229981,695780,33.05
2023-04-20 00:00:00,224696,661231,33.98
2023-04-21 00:00:00,188684,559851,33.7
2023-04-22 00:00:00,100410,267660,37.51
2023-04-23 00:00:00,100863,268770,37.53
2023-04-24 00:00:00,206485,598503,34.5
2023-04-25 00:00:00,212370,611373,34.74
2023-04-26 00:00:00,223021,654701,34.06
2023-04-27 00:00:00,215175,629499,34.18
2023-04-28 00:00:00,207157,657235,31.52
2023-04-29 00:00:00,94910,256645,36.98
2023-04-30 00:00:00,95957,255249,37.59
2023-05-01 00:00:00,169320,502912,33.67
2023-05-02 00:00:00,222222,637259,34.87
2023-05-03 00:00:00,219226,608039,36.05
2023-05-04 00:00:00,234294,665495,35.21
2023-05-05 00:00:00,222489,675505,32.94
2023-05-06 00:00:00,112065,293756,38.15
2023-05-07 00:00:00,113297,292681,38.71
2023-05-08 00:00:00,213978,581339,36.81
2023-05-09 00:00:00,224700,633427,35.47
2023-05-10 00:00:00,234693,663471,35.37
2023-05-11 00:00:00,238329,660364,36.09
2023-05-12 00:00:00,210300,580098,36.25
2023-05-13 00:00:00,101189,259012,39.07
2023-05-14 00:00:00,110657,270659,40.88
2023-05-15 00:00:00,238112,600513,39.65
2023-05-16 00:00:00,398370,798306,49.9
2023-05-17 00:00:00,345122,752723,45.85
2023-05-18 00:00:00,233832,612752,38.16
2023-05-19 00:00:00,221665,593158,37.37
2023-05-20 00:00:00,107833,264898,40.71
2023-05-21 00:00:00,115352,275457,41.88
2023-05-22 00:00:00,258578,652004,39.66
2023-05-23 00:00:00,279794,706591,39.6
2023-05-24 00:00:00,266213,666201,39.96
2023-05-25 00:00:00,266315,662436,40.2
2023-05-26 00:00:00,228936,572770,39.97
2023-05-27 00:00:00,106937,251260,42.56
2023-05-28 00:00:00,116111,270058,42.99
2023-05-29 00:00:00,186383,412479,45.19
2023-05-30 00:00:00,277732,692353,40.11
2023-05-31 00:00:00,275064,656764,41.88
2023-06-01 00:00:00,280625,710311,39.51
2023-06-02 00:00:00,247696,639343,38.74
2023-06-03 00:00:00,79656,255725,31.15
2023-06-04 00:00:00,99571,299174,33.28
2023-06-05 00:00:00,181959,716872,25.38
2023-06-06 00:00:00,181084,737206,24.56
2023-06-07 00:00:00,179435,658174,27.26
2023-06-08 00:00:00,180103,671558,26.82
2023-06-09 00:00:00,161642,587844,27.5
2023-06-10 00:00:00,101437,251076,40.4
2023-06-11 00:00:00,104965,268674,39.07
2023-06-12 00:00:00,173030,623853,27.74
2023-06-13 00:00:00,178163,692260,25.74
2023-06-14 00:00:00,179002,692959,25.83
2023-06-15 00:00:00,184835,686540,26.92
2023-06-16 00:00:00,157296,584154,26.93
2023-06-17 00:00:00,86717,240071,36.12
2023-06-18 00:00:00,90963,246684,36.87
2023-06-19 00:00:00,164181,488167,33.63
2023-06-20 00:00:00,182363,638356,28.57
2023-06-21 00:00:00,188225,666878,28.22
2023-06-22 00:00:00,149595,596659,25.07
2023-06-23 00:00:00,144734,590824,24.5
2023-06-24 00:00:00,79839,235645,33.88
2023-06-25 00:00:00,90862,248080,36.63
2023-06-26 00:00:00,173502,620870,27.94
2023-06-27 00:00:00,182813,682793,26.77
2023-06-28 00:00:00,184475,660053,27.95
2023-06-29 00:00:00,176860,614008,28.8
2023-06-30 00:00:00,147341,622460,23.67
2023-07-01 00:00:00,87621,257251,34.06
2023-07-02 00:00:00,88082,283581,31.06
2023-07-03 00:00:00,164109,592386,27.7
2023-07-04 00:00:00,158631,537387,29.52
2023-07-05 00:00:00,179034,663174,27.0
2023-07-06 00:00:00,198144,771486,25.68
2023-07-07 00:00:00,159262,706731,22.54
2023-07-08 00:00:00,92955,255557,36.37
2023-07-09 00:00:00,99153,257754,38.47
2023-07-10 00:00:00,180396,721208,25.01
2023-07-11 00:00:00,176935,747328,23.68
2023-07-12 00:00:00,168230,735044,22.89
2023-07-13 00:00:00,171183,698502,24.51
2023-07-14 00:00:00,146659,610645,24.02
2023-07-15 00:00:00,92012,277293,33.18
2023-07-16 00:00:00,104138,290351,35.87
2023-07-17 00:00:00,206650,767226,26.93
2023-07-18 00:00:00,221964,871018,25.48
2023-07-19 00:00:00,212136,778162,27.26
2023-07-20 00:00:00,218762,800748,27.32
2023-07-21 00:00:00,193396,679407,28.47
2023-07-22 00:00:00,106146,292358,36.31
2023-07-23 00:00:00,111236,287212,38.73
2023-07-24 00:00:00,227520,721763,31.52
2023-07-25 00:00:00,236030,761593,30.99
2023-07-26 00:00:00,232117,776420,29.9
2023-07-27 00:00:00,239676,775734,30.9
2023-07-28 00:00:00,234117,757010,30.93
2023-07-29 00:00:00,121947,351917,34.65
2023-07-30 00:00:00,138533,362517,38.21
2023-07-31 00:00:00,277589,793904,34.97
2023-08-01 00:00:00,288771,927262,31.14
2023-08-02 00:00:00,290235,858926,33.79
2023-08-03 00:00:00,281828,891574,31.61
2023-08-04 00:00:00,235120,734849,32.0
2023-08-05 00:00:00,102974,350966,29.34
2023-08-06 00:00:00,100717,356914,28.22
2023-08-07 00:00:00,199093,793586,25.09
2023-08-08 00:00:00,213107,879662,24.23
2023-08-09 00:00:00,222744,866178,25.72
2023-08-10 00:00:00,212532,857867,24.77
2023-08-11 00:00:00,187255,717484,26.1
2023-08-12 00:00:00,107152,325972,32.87
2023-08-13 00:00:00,107288,335157,32.01
2023-08-14 00:00:00,238243,809469,29.43
2023-08-15 00:00:00,216334,821340,26.34
2023-08-16 00:00:00,239012,862654,27.71
2023-08-17 00:00:00,261586,943623,27.72
2023-08-18 00:00:00,216853,773860,28.02
2023-08-19 00:00:00,106054,308827,34.34
2023-08-20 00:00:00,105704,318190,33.22
2023-08-21 00:00:00,245932,896539,27.43
2023-08-22 00:00:00,257077,1012033,25.4
2023-08-23 00:00:00,250367,909605,27.52
2023-08-24 00:00:00,255333,982281,25.99
2023-08-25 00:00:00,200387,851494,23.53
2023-08-26 00:00:00,84065,338536,24.83
2023-08-27 00:00:00,102721,335572,30.61
2023-08-28 00:00:00,216854,916085,23.67
2023-08-29 00:00:00,235697,1053906,22.36
2023-08-30 00:00:00,227410,827469,27.48
2023-08-31 00:00:00,234857,841917,27.9
2023-09-01 00:00:00,206143,695173,29.65
2023-09-02 00:00:00,113390,356606,31.8
2023-09-03 00:00:00,116067,332857,34.87
2023-09-04 00:00:00,228459,663113,34.45
2023-09-05 00:00:00,269425,795736,33.86
2023-09-06 00:00:00,281080,884592,31.78
2023-09-07 00:00:00,271726,912717,29.77
2023-09-08 00:00:00,265716,824363,32.23
2023-09-09 00:00:00,168467,402990,41.8
2023-09-10 00:00:00,154583,389467,39.69
2023-09-11 00:00:00,260235,826547,31.48
2023-09-12 00:00:00,296727,964314,30.77
2023-09-13 00:00:00,282256,888044,31.78
2023-09-14 00:00:00,277269,914970,30.3
2023-09-15 00:00:00,257128,824191,31.2
2023-09-16 00:00:00,136424,373660,36.51
2023-09-17 00:00:00,122387,327672,37.35
2023-09-18 00:00:00,265399,801025,33.13
2023-09-19 00:00:00,282502,829864,34.04
2023-09-20 00:00:00,295158,883929,33.39
2023-09-21 00:00:00,309648,923877,33.52
2023-09-22 00:00:00,257127,756773,33.98
2023-09-23 00:00:00,127380,383177,33.24
2023-09-24 00:00:00,117591,337907,34.8
2023-09-25 00:00:00,292253,868124,33.66
2023-09-26 00:00:00,323387,935178,34.58
2023-09-27 00:00:00,293090,893255,32.81
2023-09-28 00:00:00,290982,872405,33.35
2023-09-29 00:00:00,289185,811522,35.63
2023-09-30 00:00:00,127985,321250,39.84
2023-10-01 00:00:00,132264,331733,39.87
2023-10-02 00:00:00,304735,846733,35.99
2023-10-03 00:00:00,335157,935404,35.83
2023-10-04 00:00:00,347457,947063,36.69
2023-10-05 00:00:00,323612,901009,35.92
2023-10-06 00:00:00,290152,805492,36.02
2023-10-07 00:00:00,135586,332306,40.8
2023-10-08 00:00:00,129677,351026,36.94
2023-10-09 00:00:00,294100,805191,36.53
2023-10-10 00:00:00,335955,825512,40.7
2023-10-11 00:00:00,336019,808755,41.55
2023-10-12 00:00:00,360188,830246,43.38
2023-10-13 00:00:00,316804,754724,41.98
2023-10-14 00:00:00,141923,357846,39.66
2023-10-15 00:00:00,137433,361440,38.02
2023-10-16 00:00:00,334183,804748,41.53
2023-10-17 00:00:00,346469,837262,41.38
2023-10-18 00:00:00,266261,905113,29.42
2023-10-19 00:00:00,234146,865205,27.06
2023-10-20 00:00:00,220051,767195,28.68
2023-10-21 00:00:00,112453,351402,32.0
2023-10-22 00:00:00,108496,345992,31.36
2023-10-23 00:00:00,237324,805913,29.45
2023-10-24 00:00:00,238629,830265,28.74
2023-10-25 00:00:00,247407,839685,29.46
2023-10-26 00:00:00,263538,865934,30.43
2023-10-27 00:00:00,224333,744789,30.12
2023-10-28 00:00:00,124067,348554,35.59
2023-10-29 00:00:00,110644,341077,32.44
2023-10-30 00:00:00,274747,840859,32.67
2023-10-31 00:00:00,301053,881117,34.17
2023-11-01 00:00:00,308228,881745,34.96
2023-11-02 00:00:00,322783,967322,33.37
2023-11-03 00:00:00,298086,922238,32.32
2023-11-04 00:00:00,170195,525008,32.42
2023-11-05 00:00:00,155408,508340,30.57
2023-11-06 00:00:00,333502,1001477,33.3
2023-11-07 00:00:00,357216,1070986,33.35
2023-11-08 00:00:00,339317,1028377,33.0
2023-11-09 00:00:00,347560,1042349,33.34
2023-11-10 00:00:00,278750,882376,31.59
2023-11-11 00:00:00,156236,537981,29.04
2023-11-12 00:00:00,130580,522300,25.0
2023-11-13 00:00:00,309595,1012059,30.59
2023-11-14 00:00:00,334087,1041420,32.08
2023-11-15 00:00:00,349360,1056175,33.08
2023-11-16 00:00:00,362455,1059225,34.22
2023-11-17 00:00:00,323174,979834,32.98
2023-11-18 00:00:00,147412,529164,27.86
2023-11-19 00:00:00,134718,505196,26.67
2023-11-20 00:00:00,326744,997649,32.75
2023-11-21 00:00:00,374260,1069676,34.99
2023-11-22 00:00:00,355324,1031846,34.44
2023-11-23 00:00:00,317849,921904,34.48
2023-11-24 00:00:00,281500,842087,33.43
2023-11-25 00:00:00,163170,498563,32.73
2023-11-26 00:00:00,159353,529121,30.12
2023-11-27 00:00:00,354725,1001319,35.43
2023-11-28 00:00:00,378145,1082814,34.92
2023-11-29 00:00:00,400817,1082742,37.02
2023-11-30 00:00:00,406333,1110849,36.58
2023-12-01 00:00:00,363986,1015935,35.83
2023-12-02 00:00:00,187267,595500,31.45
2023-12-03 00:00:00,178127,571534,31.17
2023-12-04 00:00:00,395789,1085363,36.47
2023-12-05 00:00:00,431853,1134909,38.05
2023-12-06 00:00:00,401295,1108906,36.19
2023-12-07 00:00:00,407230,1102696,36.93
2023-12-08 00:00:00,381344,1029930,37.03
2023-12-09 00:00:00,183677,585572,31.37
2023-12-10 00:00:00,177421,573425,30.94
2023-12-11 00:00:00,398251,1076153,37.01
2023-12-12 00:00:00,153621,1196025,12.84
2023-12-13 00:00:00,319903,1175869,27.21
2023-12-14 00:00:00,319964,1165786,27.45
2023-12-15 00:00:00,292193,1029836,28.37
2023-12-16 00:00:00,156138,576382,27.09
2023-12-17 00:00:00,149360,591023,25.27
2023-12-18 00:00:00,304234,1080069,28.17
2023-12-19 00:00:00,330206,1127551,29.29
2023-12-20 00:00:00,333153,1129925,29.48
2023-12-21 00:00:00,302370,1067513,28.32
2023-12-22 00:00:00,247492,932863,26.53
2023-12-23 00:00:00,143508,555692,25.83
2023-12-24 00:00:00,128909,538873,23.92
2023-12-25 00:00:00,143578,639539,22.45
2023-12-26 00:00:00,162681,759450,21.42
2023-12-27 00:00:00,228776,850906,26.89
2023-12-28 00:00:00,211088,823437,25.63
2023-12-29 00:00:00,192668,731936,26.32
2023-12-30 00:00:00,130599,537049,24.32
2023-12-31 00:00:00,119131,533011,22.35
2024-01-01 00:00:00,153254,604527,25.35
2024-01-02 00:00:00,244718,973638,25.13
2024-01-03 00:00:00,279996,1072687,26.1
2024-01-04 00:00:00,282917,1078574,26.23
2024-01-05 00:00:00,275579,1003057,27.47
2024-01-06 00:00:00,154112,625094,24.65
2024-01-07 00:00:00,151425,619016,24.46
2024-01-08 00:00:00,292825,1086809,26.94
2024-01-09 00:00:00,316748,1180872,26.82
2024-01-10 00:00:00,319958,1202763,26.6
2024-01-11 00:00:00,237478,1216396,19.52
2024-01-12 00:00:00,271128,1102069,24.6
2024-01-13 00:00:00,148636,632462,23.5
2024-01-14 00:00:00,149687,635232,23.56
2024-01-15 00:00:00,270231,1061761,25.45
2024-01-16 00:00:00,332396,1229207,27.04
2024-01-17 00:00:00,338057,1270128,26.62
2024-01-18 00:00:00,323189,1227533,26.33
2024-01-19 00:00:00,308175,1190855,25.88
2024-01-20 00:00:00,162644,742570,21.9
2024-01-21 00:00:00,155025,706595,21.94
2024-01-22 00:00:00,316807,1374250,23.05
2024-01-23 00:00:00,353161,1574020,22.44
2024-01-24 00:00:00,336365,1566340,21.47
2024-01-25 00:00:00,336880,1739302,19.37
2024-01-26 00:00:00,313640,1725230,18.18
2024-01-27 00:00:00,156986,768465,20.43
2024-01-28 00:00:00,162511,767940,21.16
2024-01-29 00:00:00,362560,1767336,20.51
2024-01-30 00:00:00,396813,1965297,20.19
2024-01-31 00:00:00,366521,1851725,19.79
2024-02-01 00:00:00,391569,1880697,20.82
